series_id,timestamp,value
Y167,1988,4976.6
Y167,1989,5007.6
Y167,1990,4947.2
Y167,1991,5612.4
Y167,1992,5063.2
Y167,1993,4903
Y168,1947,263
Y168,1948,287
Y168,1949,315
Y168,1950,357.5
Y168,1951,382.5
Y168,1952,437.5
Y168,1953,488.5
Y168,1954,531
Y168,1955,623
Y168,1956,662.5
Y168,1957,712.5
Y168,1958,821
Y168,1959,931.5
Y168,1960,1012.5
Y168,1961,1042
Y168,1962,1173
Y168,1963,1308
Y168,1964,1456.5
Y168,1965,1675.5
Y168,1966,1946.5
Y168,1967,2193.5
Y168,1968,2510.5
Y168,1969,2955.5
Y168,1970,3329.5
Y168,1971,3795.5
Y168,1972,4534
Y168,1973,4605.5
Y168,1974,4270
Y168,1975,4025
Y168,1976,3850
Y168,1977,4100.5
Y168,1978,4506
Y168,1979,4661.5
Y168,1980,4505
Y168,1981,4452.5
Y168,1982,4694
Y168,1983,6005
Y168,1984,7121
Y168,1985,7626
Y168,1986,7671.5
Y168,1987,8502.5
Y168,1988,8791.5
Y168,1989,9060
Y168,1990,9752.5
Y168,1991,8919.5
Y168,1992,9769.5
Y168,1993,10323
Y169,1947,235
Y169,1948,245.5
Y169,1949,299.5
Y169,1950,334
Y169,1951,362.5
Y169,1952,443
Y169,1953,469.5
Y169,1954,500
Y169,1955,593
Y169,1956,676
Y169,1957,730.5
Y169,1958,796
Y169,1959,912
Y169,1960,1001
Y169,1961,1010
Y169,1962,1146
Y169,1963,1294
Y169,1964,1420.5
Y169,1965,1670.5
Y169,1966,1907
Y169,1967,2167
Y169,1968,2410
Y169,1969,2883.5
Y169,1970,3249.5
Y169,1971,3529.5
Y169,1972,4156
Y169,1973,4379
Y169,1974,4153
Y169,1975,4088.5
Y169,1976,3877.5
Y169,1977,4165
Y169,1978,4622.5
Y169,1979,4969.5
Y169,1980,4985.5
Y169,1981,4989
Y169,1982,5137.5
Y169,1983,6129
Y169,1984,6954.5
Y169,1985,7384
Y169,1986,7178.5
Y169,1987,8212.5
Y169,1988,8604.5
Y169,1989,8801.5
Y169,1990,9511
Y169,1991,8789.5
Y169,1992,9504.5
Y169,1993,9990.5
Y170,1947,241
Y170,1948,240
Y170,1949,274
Y170,1950,254.5
Y170,1951,295
Y170,1952,303
Y170,1953,287
Y170,1954,319.5
Y170,1955,359.5
Y170,1956,440
Y170,1957,493
Y170,1958,510
Y170,1959,559
Y170,1960,649
Y170,1961,663.5
Y170,1962,751.5
Y170,1963,779
Y170,1964,945
Y170,1965,1046.5
Y170,1966,1204.5
Y170,1967,1386.5
Y170,1968,1542
Y170,1969,1801
Y170,1970,2032.5
Y170,1971,2162.5
Y170,1972,2596.5
Y170,1973,2875
Y170,1974,2968
Y170,1975,3088
Y170,1976,3132
Y170,1977,3249.5
Y170,1978,3971.5
Y170,1979,4972
Y170,1980,5626
Y170,1981,5988
Y170,1982,5454.5
Y170,1983,4415.5
Y170,1984,4485
Y170,1985,4451.5
Y170,1986,5132.5
Y170,1987,5819.5
Y170,1988,6902
Y170,1989,7549.5
Y170,1990,8454
Y170,1991,8812.5
Y170,1992,9694.5
Y170,1993,10192.5
Y171,1947,149.5
Y171,1948,154.5
Y171,1949,161
Y171,1950,167
Y171,1951,179.5
Y171,1952,204.5
Y171,1953,208.5
Y171,1954,232
Y171,1955,261.5
Y171,1956,278
Y171,1957,313
Y171,1958,410.5
Y171,1959,474.5
Y171,1960,535
Y171,1961,559.5
Y171,1962,618
Y171,1963,660
Y171,1964,826.5
Y171,1965,909.5
Y171,1966,1021
Y171,1967,1179
Y171,1968,1306.5
Y171,1969,1519.5
Y171,1970,1724.5
Y171,1971,1783.5
Y171,1972,2155
Y171,1973,2452.5
Y171,1974,2533.5
Y171,1975,2663
Y171,1976,2691
Y171,1977,2737
Y171,1978,3275.5
Y171,1979,4071.5
Y171,1980,4642.5
Y171,1981,4966.5
Y171,1982,4523.5
Y171,1983,3733.5
Y171,1984,3849
Y171,1985,3862.5
Y171,1986,4409
Y171,1987,5119.5
Y171,1988,6105.5
Y171,1989,6775
Y171,1990,7512
Y171,1991,7854
Y171,1992,8601
Y171,1993,8922.5
Y172,1947,240.5
Y172,1948,275.3
Y172,1949,306.6
Y172,1950,345.6
Y172,1951,381.8
Y172,1952,424
Y172,1953,463.5
Y172,1954,500.5
Y172,1955,554
Y172,1956,612.5
Y172,1957,664.5
Y172,1958,713.4
Y172,1959,779.2
Y172,1960,835.8
Y172,1961,888.9
Y172,1962,951.2
Y172,1963,1014.7
Y172,1964,1093.8
Y172,1965,1175
Y172,1966,1290.5
Y172,1967,1384.7
Y172,1968,1506.8
Y172,1969,1678.1
Y172,1970,1810
Y172,1971,2041
Y172,1972,2307.8
Y172,1973,2603.6
Y172,1974,2894.1
Y172,1975,3207
Y172,1976,3660.2
Y172,1977,4073.6
Y172,1978,4590.5
Y172,1979,5060.4
Y172,1980,5673.8
Y172,1981,6649.9
Y172,1982,7374.8
Y172,1983,7809.2
Y172,1984,6764.7
Y172,1985,7168.5
Y172,1986,7389.7
Y172,1987,7465.7
Y173,1947,274
Y173,1948,312.8
Y173,1949,356.4
Y173,1950,407.8
Y173,1951,445.4
Y173,1952,497.4
Y173,1953,548.2
Y173,1954,586.6
Y173,1955,637.4
Y173,1956,698.8
Y173,1957,756.8
Y173,1958,818.6
Y173,1959,881.2
Y173,1960,942.2
Y173,1961,994.6
Y173,1962,1056
Y173,1963,1117
Y173,1964,1184.4
Y173,1965,1254.4
Y173,1966,1339.8
Y173,1967,1418
Y173,1968,1515.6
Y173,1969,1642.6
Y173,1970,1781.6
Y173,1971,1994
Y173,1972,2252.4
Y173,1973,2486
Y173,1974,2779
Y173,1975,3051.2
Y173,1976,3324.2
Y173,1977,3633.4
Y173,1978,3981.8
Y173,1979,4393.4
Y173,1980,4866.6
Y173,1981,5623.2
Y173,1982,6330.8
Y173,1983,6618
Y173,1984,5667.2
Y173,1985,5963.4
Y173,1986,6243.6
Y173,1987,6333.8
Y174,1947,176.6
Y174,1948,200.4
Y174,1949,213.8
Y174,1950,235.8
Y174,1951,264.2
Y174,1952,288
Y174,1953,306.6
Y174,1954,332.2
Y174,1955,378.4
Y174,1956,420.4
Y174,1957,454
Y174,1958,477.2
Y174,1959,530.4
Y174,1960,567.6
Y174,1961,604.8
Y174,1962,648.8
Y174,1963,695.2
Y174,1964,765.4
Y174,1965,837.6
Y174,1966,952.2
Y174,1967,1034
Y174,1968,1138.6
Y174,1969,1301.2
Y174,1970,1389.4
Y174,1971,1589
Y174,1972,1796.8
Y174,1973,2075
Y174,1974,2285.2
Y174,1975,2538.4
Y174,1976,2923.6
Y174,1977,3261
Y174,1978,3726
Y174,1979,4141.4
Y174,1980,4596.6
Y174,1981,5301.4
Y174,1982,5613.6
Y174,1983,5606.2
Y174,1984,2073.4
Y174,1985,1642.8
Y174,1986,1707.2
Y174,1987,1834.2
Y175,1947,385.4
Y175,1948,420
Y175,1949,475
Y175,1950,494
Y175,1951,539.6
Y175,1952,598.8
Y175,1953,645.6
Y175,1954,686
Y175,1955,737.8
Y175,1956,813.4
Y175,1957,875.8
Y175,1958,891.2
Y175,1959,944.6
Y175,1960,1003.8
Y175,1961,1059.4
Y175,1962,1123.6
Y175,1963,1189.6
Y175,1964,1299.2
Y175,1965,1415.2
Y175,1966,1542.6
Y175,1967,1663.8
Y175,1968,1804
Y175,1969,2054
Y175,1970,2319.2
Y175,1971,2650.6
Y175,1972,2973.6
Y175,1973,3307.6
Y175,1974,3684
Y175,1975,4132.8
Y175,1976,4664.2
Y175,1977,5222.2
Y175,1978,5897.8
Y175,1979,6695.4
Y175,1980,7596.6
Y175,1981,8918.6
Y175,1982,10244.6
Y175,1983,10619
Y175,1984,8892.6
Y175,1985,9407
Y175,1986,9710.6
Y175,1987,10076.8
Y176,1947,105
Y176,1948,135.5
Y176,1949,161.5
Y176,1950,228.5
Y176,1951,230
Y176,1952,253
Y176,1953,284
Y176,1954,323.5
Y176,1955,380.5
Y176,1956,420.5
Y176,1957,467
Y176,1958,560.5
Y176,1959,648.5
Y176,1960,699.5
Y176,1961,759.5
Y176,1962,837.5
Y176,1963,885
Y176,1964,962
Y176,1965,1045.5
Y176,1966,1158.5
Y176,1967,1244
Y176,1968,1276.5
Y176,1969,1399
Y176,1970,1505
Y176,1971,1743.5
Y176,1972,2016
Y176,1973,2356.5
Y176,1974,2648
Y176,1975,2896
Y176,1976,3340
Y176,1977,3647.5
Y176,1978,4090.5
Y176,1979,4564
Y176,1980,5097
Y176,1981,5955
Y176,1982,5973
Y176,1983,6398.5
Y176,1984,6099
Y176,1985,6467
Y176,1986,6570
Y176,1987,6685
Y177,1947,3380
Y177,1948,3160
Y177,1949,3310
Y177,1950,2570
Y177,1951,4930
Y177,1952,3635
Y177,1953,3215
Y177,1954,3590
Y177,1955,4205
Y177,1956,3825
Y177,1957,3960
Y177,1958,3640
Y177,1959,3945
Y177,1960,4300
Y177,1961,3775
Y177,1962,3790
Y177,1963,4385
Y177,1964,4785
Y177,1965,4810
Y177,1966,5045
Y177,1967,5560
Y177,1968,5715
Y177,1969,5790
Y177,1970,6330
Y177,1971,5405
Y177,1972,6950
Y177,1973,9795
Y177,1974,8340
Y177,1975,8215
Y177,1976,9545
Y177,1977,8350
Y177,1978,6500
Y177,1979,7235
Y177,1980,8275
Y178,1947,3000
Y178,1948,3820
Y178,1949,4720
Y178,1950,3500
Y178,1951,7120
Y178,1952,5660
Y178,1953,5860
Y178,1954,5560
Y178,1955,8960
Y178,1956,8540
Y178,1957,8740
Y178,1958,5200
Y178,1959,7780
Y178,1960,9540
Y178,1961,5900
Y178,1962,5480
Y178,1963,6520
Y178,1964,6420
Y178,1965,5240
Y178,1966,5200
Y178,1967,5340
Y178,1968,4820
Y178,1969,4160
Y178,1970,4100
Y178,1971,4160
Y178,1972,5200
Y178,1973,9620
Y178,1974,7340
Y178,1975,5920
Y178,1976,8500
Y178,1977,5700
Y178,1978,5700
Y178,1979,7400
Y178,1980,5560
Y178,1981,6080
Y178,1982,5900
Y178,1983,6220
Y178,1984,7100
Y178,1985,6000
Y178,1986,4980
Y178,1987,6540
Y178,1988,6880
Y178,1989,6700
Y179,1947,3216.5
Y179,1948,3379
Y179,1949,3351
Y179,1950,3955.5
Y179,1951,3551.5
Y179,1952,3724.5
Y179,1953,3836
Y179,1954,4047
Y179,1955,4388
Y179,1956,4366
Y179,1957,4072
Y179,1958,4274
Y179,1959,4948.5
Y179,1960,4490.5
Y179,1961,4590.5
Y179,1962,4780
Y179,1963,4704
Y179,1964,4901
Y179,1965,4967.5
Y179,1966,5084
Y179,1967,4957.5
Y179,1968,5221
Y179,1969,4730
Y179,1970,4610
Y179,1971,5135.5
Y179,1972,5281.5
Y179,1973,5227.5
Y179,1974,4476
Y179,1975,4259.5
Y179,1976,4872
Y179,1977,5147.5
Y179,1978,5033.5
Y179,1979,4848
Y179,1980,3903.5
Y179,1981,3591.5
Y179,1982,3387.5
Y179,1983,4132
Y179,1984,4507
Y179,1985,4610.5
Y179,1986,5241
Y179,1987,5677
Y179,1988,5706.5
Y179,1989,5587
Y179,1990,5302.5
Y179,1991,4762.5
Y179,1992,4687
Y179,1993,4160.5
Y180,1947,2434
Y180,1948,3372
Y180,1949,3288
Y180,1950,2744
Y180,1951,3372
Y180,1952,3130
Y180,1953,3508
Y180,1954,3246
Y180,1955,3290
Y180,1956,3846
Y180,1957,3658
Y180,1958,3578
Y180,1959,3632
Y180,1960,4006
Y180,1961,3752
Y180,1962,3558
Y180,1963,3358
Y180,1964,3618
Y180,1965,3464
Y180,1966,3332
Y180,1967,2890
Y180,1968,2792
Y180,1969,3254
Y180,1970,3268
Y180,1971,2764
Y180,1972,2428
Y180,1973,2646
Y180,1974,2688
Y180,1975,2540
Y180,1976,2630
Y180,1977,2658
Y180,1978,2590
Y180,1979,2758
Y180,1980,2370
Y180,1981,2298
Y180,1982,2110
Y180,1983,2558
Y180,1984,2514
Y180,1985,2624
Y180,1986,2624
Y180,1987,2730
Y180,1988,2694
Y180,1989,2804
Y180,1990,2422
Y180,1991,2392
Y180,1992,2128
Y180,1993,1934
Y181,1948,107.8
Y181,1949,84.5
Y181,1950,215.8
Y181,1951,555
Y181,1952,574.1
Y181,1953,380.55
Y181,1954,315.45
Y181,1955,466.15
Y181,1956,607.05
Y181,1957,397.35
Y181,1958,505.5
Y181,1959,510.2
Y181,1960,568.65
Y181,1961,670.9
Y181,1962,748.15
Y181,1963,881.85
Y181,1964,898.5
Y181,1965,1110.65
Y181,1966,1361.65
Y181,1967,1345
Y181,1968,1358.4
Y181,1969,1100.25
Y181,1970,1058.05
Y181,1971,1077.65
Y181,1972,1192.1
Y181,1973,1352.2
Y181,1974,1635.2
Y181,1975,1449.75
Y181,1976,1799.6
Y181,1977,1946.1
Y181,1978,2490.95
Y181,1979,3378.05
Y181,1980,3481.2
Y181,1981,3746.1
Y181,1982,4458.4
Y181,1983,4582.35
Y181,1984,5243.15
Y181,1985,5548.4
Y181,1986,5541.8
Y181,1987,6061.2
Y181,1988,7356.4
Y181,1989,8681.75
Y181,1990,7298.25
Y181,1991,6632.2
Y181,1992,5177.35
Y182,1948,188.8
Y182,1949,136.7
Y182,1950,83.1
Y182,1951,337
Y182,1952,975
Y182,1953,637.6
Y182,1954,450.1
Y182,1955,516.3
Y182,1956,730.9
Y182,1957,452.7
Y182,1958,528
Y182,1959,391.4
Y182,1960,427.3
Y182,1961,1044.3
Y182,1962,1198.2
Y182,1963,1408.6
Y182,1964,1351.6
Y182,1965,1458
Y182,1966,1635.1
Y182,1967,1853.8
Y182,1968,1657.7
Y182,1969,1452.1
Y182,1970,1511.6
Y182,1971,1522.9
Y182,1972,1481.7
Y182,1973,1580.4
Y182,1974,1939
Y182,1975,1859.3
Y182,1976,2105.6
Y182,1977,2268.2
Y182,1978,2599.2
Y182,1979,2338.3
Y182,1980,3349.6
Y182,1981,4243.1
Y182,1982,5884.9
Y182,1983,6029
Y182,1984,6696.8
Y182,1985,7024
Y182,1986,6800.1
Y182,1987,6626.4
Y182,1988,6785
Y182,1989,8063.3
Y182,1990,5626.4
Y182,1991,6666.8
Y182,1992,5676.4
Y183,1961,605.95
Y183,1962,665.9
Y183,1963,804.25
Y183,1964,814.1
Y183,1965,1005.05
Y183,1966,1210.95
Y183,1967,1221.15
Y183,1968,1228.75
Y183,1969,964.45
Y183,1970,950.5
Y183,1971,951.4
Y183,1972,1063.7
Y183,1973,1218.85
Y183,1974,1511.95
Y183,1975,1332.35
Y183,1976,1618.2
Y183,1977,1773.9
Y183,1978,2317
Y183,1979,3089.35
Y183,1980,3381.1
Y183,1981,3635.15
Y183,1982,4355.65
Y183,1983,4462.75
Y183,1984,5077.8
Y183,1985,5421.65
Y183,1986,5334.3
Y183,1987,5871.7
Y183,1988,7171.05
Y183,1989,8419.05
Y183,1990,7064.65
Y183,1991,6496.2
Y183,1992,5085.2
Y184,1948,115.8
Y184,1949,178.4
Y184,1950,228.7
Y184,1951,347.3
Y184,1952,649.5
Y184,1953,851.1
Y184,1954,830.5
Y184,1955,847
Y184,1956,949.6
Y184,1957,1176.6
Y184,1958,1147
Y184,1959,1125.5
Y184,1960,1099.7
Y184,1961,1494.8
Y184,1962,1597.2
Y184,1963,1640.7
Y184,1964,1668.6
Y184,1965,1701.6
Y184,1966,2022.7
Y184,1967,2344.4
Y184,1968,2559.2
Y184,1969,2464.8
Y184,1970,2475.2
Y184,1971,2167.9
Y184,1972,2149.9
Y184,1973,2430.5
Y184,1974,2684.9
Y184,1975,2947.3
Y184,1976,3132.8
Y184,1977,3331.5
Y184,1978,3796.8
Y184,1979,4617.3
Y184,1980,5844
Y184,1981,6994.4
Y184,1982,7548.7
Y184,1983,8345.3
Y184,1984,8894.1
Y184,1985,10052.2
Y184,1986,10557.7
Y184,1987,11030.1
Y184,1988,11354.8
Y184,1989,12214.8
Y184,1990,13664.6
Y184,1991,13457.8
Y184,1992,12185.2
Y185,1948,176.8
Y185,1949,287.6
Y185,1950,178
Y185,1951,286.8
Y185,1952,1002.2
Y185,1953,1405.2
Y185,1954,1329.8
Y185,1955,1289
Y185,1956,1311.8
Y185,1957,1576.8
Y185,1958,1457.8
Y185,1959,1079
Y185,1960,863.8
Y185,1961,2353.2
Y185,1962,2510.4
Y185,1963,2640.6
Y185,1964,2563
Y185,1965,2507
Y185,1966,2906
Y185,1967,3266.8
Y185,1968,3327
Y185,1969,3312
Y185,1970,3281.4
Y185,1971,2822.8
Y185,1972,2698.4
Y185,1973,2886.2
Y185,1974,3039.2
Y185,1975,3462.8
Y185,1976,3816.6
Y185,1977,4140.8
Y185,1978,4377.6
Y185,1979,4645.8
Y185,1980,5334.8
Y185,1981,6607.8
Y185,1982,8447.8
Y185,1983,9811.2
Y185,1984,11155.4
Y185,1985,12706.4
Y185,1986,13065.2
Y185,1987,13726.4
Y185,1988,13620.8
Y185,1989,14436.8
Y185,1990,14710.4
Y185,1991,13342
Y185,1992,12577.6
Y186,1948,155.2
Y186,1949,150.5
Y186,1950,251.95
Y186,1951,633.3
Y186,1952,882.65
Y186,1953,842.4
Y186,1954,742.6
Y186,1955,785.25
Y186,1956,917.5
Y186,1957,726.55
Y186,1958,658.55
Y186,1959,606
Y186,1960,772.6
Y186,1961,696.1
Y186,1962,656.85
Y186,1963,695.2
Y186,1964,760.9
Y186,1965,1019.25
Y186,1966,1377.35
Y186,1967,1546.8
Y186,1968,1537.45
Y186,1969,1414.85
Y186,1970,1235.25
Y186,1971,1228.95
Y186,1972,1346.1
Y186,1973,1483.05
Y186,1974,1775.8
Y186,1975,1751.9
Y186,1976,1985.1
Y186,1977,2265.45
Y186,1978,2858
Y186,1979,3927.4
Y186,1980,4486.6
Y186,1981,4735.5
Y186,1982,5419.55
Y186,1983,5829.25
Y186,1984,6625.35
Y186,1985,7147.65
Y186,1986,7410.6
Y186,1987,7932.5
Y186,1988,9575.9
Y186,1989,12620.05
Y186,1990,12503.95
Y186,1991,12379.85
Y186,1992,11285.95
Y187,1948,281.7
Y187,1949,270.8
Y187,1950,428.7
Y187,1951,1090.6
Y187,1952,1562.6
Y187,1953,1498.4
Y187,1954,1283.5
Y187,1955,1154.9
Y187,1956,1229.9
Y187,1957,894.2
Y187,1958,693.3
Y187,1959,545.2
Y187,1960,1205.6
Y187,1961,1101.8
Y187,1962,1057.2
Y187,1963,1095
Y187,1964,1165.8
Y187,1965,1369.6
Y187,1966,1571.1
Y187,1967,1795
Y187,1968,1634.3
Y187,1969,1429.8
Y187,1970,1288.2
Y187,1971,1399.7
Y187,1972,1532.2
Y187,1973,1669.5
Y187,1974,2088.9
Y187,1975,2216.8
Y187,1976,2414.1
Y187,1977,2611.9
Y187,1978,3022.3
Y187,1979,3037.7
Y187,1980,3719.9
Y187,1981,4659.1
Y187,1982,6320.1
Y187,1983,7443.5
Y187,1984,8562.6
Y187,1985,9233.4
Y187,1986,9500.9
Y187,1987,9243.9
Y187,1988,9239.4
Y187,1989,10779.7
Y187,1990,8201.7
Y187,1991,8482.7
Y187,1992,8124.1
Y188,1960,304.45
Y188,1961,282.3
Y188,1962,252.25
Y188,1963,265.05
Y188,1964,313.8
Y188,1965,444.25
Y188,1966,732.75
Y188,1967,820.05
Y188,1968,830.4
Y188,1969,780.5
Y188,1970,663.2
Y188,1971,599.95
Y188,1972,653
Y188,1973,677.2
Y188,1974,774.45
Y188,1975,769.45
Y188,1976,866.05
Y188,1977,985.45
Y188,1978,1413.35
Y188,1979,2072.1
Y188,1980,2298
Y188,1981,2165.45
Y188,1982,2380.1
Y188,1983,2373.4
Y188,1984,2829.35
Y188,1985,3127.65
Y188,1986,3101.6
Y188,1987,3224.7
Y188,1988,4393.25
Y188,1989,6599.8
Y188,1990,7319.1
Y188,1991,7377.55
Y188,1992,6543.4
Y189,1960,783
Y189,1961,773
Y189,1962,763.5
Y189,1963,755
Y189,1964,763.5
Y189,1965,1251.5
Y189,1966,1912
Y189,1967,2126
Y189,1968,1975.5
Y189,1969,1789
Y189,1970,1224.5
Y189,1971,1140.5
Y189,1972,1286
Y189,1973,1410.5
Y189,1974,1951
Y189,1975,1751.5
Y189,1976,1779
Y189,1977,2677
Y189,1978,2801
Y189,1979,4614.5
Y189,1980,5637.5
Y189,1981,6502.5
Y189,1982,6106.5
Y189,1983,6452
Y189,1984,6801
Y189,1985,6819
Y189,1986,7179.5
Y189,1987,7760.5
Y189,1988,11707.5
Y189,1989,13577
Y189,1990,13279
Y189,1991,12367
Y189,1992,11138
Y190,1960,938
Y190,1961,767.2
Y190,1962,811.2
Y190,1963,929.2
Y190,1964,911.6
Y190,1965,1096
Y190,1966,902
Y190,1967,1140.8
Y190,1968,1016.6
Y190,1969,867.6
Y190,1970,904.4
Y190,1971,956
Y190,1972,1054.4
Y190,1973,1134
Y190,1974,1328.6
Y190,1975,1283
Y190,1976,1257.2
Y190,1977,1348.6
Y190,1978,1511.4
Y190,1979,1483
Y190,1980,1788.2
Y190,1981,2245
Y190,1982,2709.2
Y190,1983,2992.4
Y190,1984,3564.6
Y190,1985,4282
Y190,1986,4864
Y190,1987,6108.8
Y190,1988,5815.6
Y190,1989,6754.2
Y190,1990,6329.6
Y190,1991,6596.2
Y190,1992,7080.2
Y191,1960,1024.5
Y191,1961,890.5
Y191,1962,740
Y191,1963,647.5
Y191,1964,709
Y191,1965,928
Y191,1966,1246
Y191,1967,1405
Y191,1968,1417
Y191,1969,1440.5
Y191,1970,1395.5
Y191,1971,1637
Y191,1972,1495
Y191,1973,1448.5
Y191,1974,1795.5
Y191,1975,2035.5
Y191,1976,2771
Y191,1977,3104
Y191,1978,3848.5
Y191,1979,5380.5
Y191,1980,5407
Y191,1981,5694.5
Y191,1982,6366
Y191,1983,8120
Y191,1984,8940.5
Y191,1985,8838
Y191,1986,8711
Y191,1987,8465
Y191,1988,8947.5
Y191,1989,11046
Y191,1990,7980.5
Y191,1991,7287.5
Y191,1992,7303
Y192,1947,5299
Y192,1948,8319.6
Y192,1949,6295.5
Y192,1950,2444.3
Y192,1951,6774.4
Y192,1952,5358.7
Y192,1953,5329.8
Y192,1954,2231.8
Y192,1955,2378.6
Y192,1956,4250.2
Y192,1957,5639.8
Y192,1958,2675.7
Y192,1959,2453.2
Y192,1960,3721.9
Y192,1961,1871.9
Y192,1962,2353.8
Y192,1963,3129
Y192,1964,4515.6
Y192,1965,5332.4
Y192,1966,6769.9
Y192,1967,6477.5
Y192,1968,3896.1
Y192,1969,5411.2
Y192,1970,5241.1
Y192,1971,4801.4
Y192,1972,4207.3
Y192,1973,5481.4
Y192,1974,6324.3
Y192,1975,6587
Y192,1976,4561.8
Y192,1977,4666.4
Y192,1978,6240
Y192,1979,8393.1
Y192,1980,8035.7
Y192,1981,4143.5
Y192,1982,1551.5
Y192,1983,557
Y192,1984,1239.6
Y192,1985,1167.4
Y192,1986,1150.8
Y192,1987,1364.5
Y192,1988,2252.4
Y192,1989,2961.7
Y192,1990,3206.3
Y192,1991,2467.4
Y192,1992,2576.1
Y192,1993,3523.9
Y193,1947,4631.45
Y193,1948,2885.05
Y193,1949,2136.5
Y193,1950,5478.8
Y193,1951,2805.6
Y193,1952,1133.6
Y193,1953,1171.45
Y193,1954,712
Y193,1955,4167.2
Y193,1956,1535.25
Y193,1957,1109.35
Y193,1958,621.5
Y193,1959,1924.7
Y193,1960,1120.95
Y193,1961,950.6
Y193,1962,1187.2
Y193,1963,2189.25
Y193,1964,2225.65
Y193,1965,3269.95
Y193,1966,3660.8
Y193,1967,1924.45
Y193,1968,2469.3
Y193,1969,3265.05
Y193,1970,2126.5
Y193,1971,2345.65
Y193,1972,2117.15
Y193,1973,5106.8
Y193,1974,4263.8
Y193,1975,1601.6
Y193,1976,1527.3
Y193,1977,2977.85
Y193,1978,6243.1
Y193,1979,5653
Y193,1980,2007
Y193,1981,864.4
Y193,1982,316.05
Y193,1983,298.1
Y193,1984,752.7
Y193,1985,475.5
Y193,1986,621.3
Y193,1987,925.2
Y193,1988,1443.55
Y193,1989,1550.1
Y193,1990,1359.85
Y193,1991,1134.1
Y193,1992,1559.05
Y193,1993,2490
Y194,1950,1530
Y194,1951,1850
Y194,1952,1950
Y194,1953,2540
Y194,1954,2670
Y194,1955,2930
Y194,1956,3120
Y194,1957,3390
Y194,1958,3360
Y194,1959,3780
Y194,1960,4090
Y194,1961,4310
Y194,1962,4520
Y194,1963,4880
Y194,1964,5040
Y194,1965,5550
Y194,1966,5660
Y194,1967,5870
Y194,1968,6130
Y194,1969,6230
Y194,1970,5970
Y194,1971,5450
Y194,1972,5410
Y194,1973,5260
Y194,1974,5240
Y194,1975,4500
Y194,1976,4370
Y194,1977,4300
Y194,1978,4410
Y194,1979,4600
Y194,1980,4320
Y194,1981,4260
Y194,1982,3610
Y194,1983,3660
Y194,1984,3860
Y194,1985,3590
Y194,1986,3640
Y194,1987,3440
Y194,1988,3430
Y194,1989,3530
Y194,1990,3460
Y194,1991,3060
Y194,1992,2710
Y194,1993,2670
Y195,1947,4790
Y195,1948,4860
Y195,1949,4460
Y195,1950,4860
Y195,1951,5470
Y195,1952,5190
Y195,1953,6110
Y195,1954,5960
Y195,1955,6290
Y195,1956,6310
Y195,1957,6090
Y195,1958,4770
Y195,1959,5140
Y195,1960,4970
Y195,1961,5250
Y195,1962,5530
Y195,1963,5510
Y195,1964,5650
Y195,1965,5880
Y195,1966,6230
Y195,1967,6130
Y195,1968,6330
Y195,1969,6570
Y195,1970,6280
Y195,1971,6360
Y195,1972,6610
Y195,1973,7230
Y195,1974,7700
Y195,1975,7240
Y195,1976,7470
Y195,1977,7600
Y195,1978,8290
Y195,1979,8130
Y195,1980,7860
Y195,1981,7710
Y195,1982,6640
Y195,1983,7100
Y195,1984,6850
Y195,1985,6920
Y195,1986,7910
Y195,1987,9520
Y195,1988,8120
Y195,1989,8730
Y195,1990,8160
Y195,1991,8700
Y195,1992,8320
Y195,1993,9820
Y196,1955,4590
Y196,1956,4595
Y196,1957,3715
Y196,1958,4140
Y196,1959,5190
Y196,1960,4720
Y196,1961,5235
Y196,1962,4640
Y196,1963,5405
Y196,1964,5500
Y196,1965,5230
Y196,1966,4740
Y196,1967,5380
Y196,1968,5365
Y196,1969,5675
Y196,1970,5970
Y196,1971,6165
Y196,1972,6580
Y196,1973,7020
Y196,1974,7225
Y196,1975,6820
Y196,1976,7415
Y196,1977,7375
Y196,1978,6865
Y196,1979,6780
Y196,1980,6635
Y196,1981,7185
Y196,1982,6740
Y196,1983,6135
Y196,1984,6160
Y196,1985,5995
Y196,1986,5870
Y196,1987,5605
Y196,1988,5695
Y196,1989,5555
Y196,1990,4320
Y196,1991,4570
Y196,1992,4505
Y196,1993,4055
Y196,1994,4205
Y196,1995,3995
Y196,1996,4085
Y196,1997,3775
Y196,1998,3930
Y196,1999,4025
Y196,2000,3805
Y196,2001,3590
Y197,1950,1495
Y197,1951,1595
Y197,1952,1570
Y197,1953,1670
Y197,1954,1805
Y197,1955,2045
Y197,1956,2390
Y197,1957,2285
Y197,1958,2020
Y197,1959,2530
Y197,1960,2280
Y197,1961,2515
Y197,1962,2615
Y197,1963,2595
Y197,1964,2795
Y197,1965,2885
Y197,1966,2970
Y197,1967,2945
Y197,1968,3120
Y197,1969,3320
Y197,1970,3275
Y197,1971,3390
Y197,1972,3465
Y197,1973,3925
Y197,1974,3935
Y197,1975,3015
Y197,1976,3565
Y197,1977,3435
Y197,1978,3505
Y197,1979,3710
Y197,1980,3635
Y197,1981,3805
Y197,1982,3300
Y197,1983,3800
Y197,1984,4175
Y197,1985,4320
Y197,1986,4620
Y197,1987,4840
Y197,1988,5110
Y197,1989,5505
Y197,1990,5385
Y197,1991,5475
Y197,1992,6265
Y197,1993,6400
